David Bowers
Roger Gould
Barry Keoghan
Paul Mushumani
Robert Pattinson
George Bawart
Robert Graysmith
Hayden Christensen
Ivo Coveney
Glyn Baker
Kenny Baker
Ben Burtt
Anthony Daniels
Carrie Fisher
Harrison Ford
Louis D'Esposito
Omeed Alomary
Halle Berry
Mark Dacascos
Gilles Lellouche
Nanni Moretti
Boaz Yakin
Sally El Hosaini
Holly Goldberg Sloan
Drew Barrymore
Andrew Morahan
David Anspaugh
Phil Alden Robinson
Michael B. Jordan
Malcolm D. Lee
Javier Fesser
Curt Morgan
Michele Lupo
John Sayles
Richard De Aragues
Oliver Parker
Howard Deutch
Gary Fleder
James Gartner
Sidney J. Furie
Robert Aldrich
Shinobu Yaguchi
John Milius
Rakeysh Omprakash Mehra
Kabir Khan
Jeremy Boreing
Jean-Stéphane Sauvaire
Steve Boyum
Charles Martin Smith
David S. Ward
Jafar Panahi
David Soren
Kent Alterman
David Mickey Evans
John Schultz
Hal Needham
Thomas Carter
Lauren Hadaway
Ben Nicholas
David Tryhorn
James Strong
Charles Stone III
Marcus H. Rosenmüller
Alex Kendrick
John Stockwell
Ron Shelton
Louise Osmond
Aditya Datt
Ericson Core
Sanaa Hamri
Danny Cannon
Manjari Makijany
Pa. Ranjith
Brian Fee
Daniel Stern
Brian Helgeland
Robert Lorenz
Andrew Erwin
Jon Erwin
William Dear
Ivo Caprino
Gurinder Chadha
Andrew Scheinman
Angela Robinson
Scott Kalvert
Michael Apted
Sameer Saxena
Neal Israel
Louis-Pascal Couvelaire
Jeff Zimbalist
Michael Zimbalist
Peter Landesman
Michael Tollin
Jeff Pollack
Amit Ravindernath Sharma
Dennis Dugan
Sean McNamara
Charles Kinnane
Daniel Kinnane
Simon Cellan Jones
Morgan Matthews
Walter Hill
Michelangelo Antonioni
Sergio Martino
Taylor Hackford
Olivia Newman
Kirk DeMicco
Frank Miller
Robert Longo
Joe Carnahan
Phillip Noyce
Daniel Alfredson
Atom Egoyan
Fernando Di Leo
George Nolfi
Lucio Fulci
Andrew Davis
Gregory Hoblit
Bruce Beresford
François Ozon
Nicolas Roeg
Massimo Dallamano
Tony Gilroy
Michael Cristofer
John Badham
Roger Spottiswoode
John McNaughton
Claude Chabrol
Cate Shortland
Lee Tamahori
Dick Maas
Bruce A. Evans
Mark Romanek
Dan Gilroy
Pupi Avati
Hélène Cattet
Bruno Forzani
Florian Henckel von Donnersmarck
Gerard Johnstone
D.J. Caruso
Josef Rusnak
Rose Glass
Vince Gilligan
Giulio Petroni
Kim Jee-woon
George P. Cosmatos
John Wayne
John Ford
Jean Negulesco
Enzo Barboni
Sergio Sollima
Tonino Valerii
Enzo G. Castellari
Sergio Corbucci
Gianfranco Parolini
Juliano Dornelles
Kleber Mendonça Filho
Sam Peckinpah
Marlon Brando
Giuseppe Colizzi
Henry King
Martin Ritt
Fred Zinnemann
George Stevens
Damiano Damiani
Tommy Lee Jones
Everardo Gout
Joshua Logan
Robert Redford
Henry Hathaway
George Marshall
Terence Hill
Arthur Rosson
